BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201709,20,512,201709,21,1500,120357,721906,PUERTO RICO,99,2017,September,Flash Flood,C,41,CIDRA,SJU,20-SEP-17 05:12:00,AST-4,21-SEP-17 15:00:00,0,0,0,0,0.00K,0.00K,Unknown,,,Heavy Rain,,,,,,,,,2.83,NNW,CIDRA,3.36,NE,CIDRA,18.2079,-66.1665,18.1997,-66.1264,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Heavy rainfall associated with Hurricane Maria produced flooding.,CSV
201709,20,1100,201709,20,2300,120357,721907,PUERTO RICO,99,2017,September,Hurricane (Typhoon),Z,4,EASTERN INTERIOR,SJU,20-SEP-17 11:00:00,AST-4,20-SEP-17 23:00:00,0,0,0,0,500.00K,0.00K,Emergency Manager,,,,4,,,,,,,,,,,,,,,,,,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Road 156 obstructed in Barrio Rio Hondo in the municipality of Comerio.,CSV
201709,20,1100,201709,20,2300,120357,721908,PUERTO RICO,99,2017,September,Hurricane (Typhoon),Z,4,EASTERN INTERIOR,SJU,20-SEP-17 11:00:00,AST-4,20-SEP-17 23:00:00,0,0,0,0,500.00K,0.00K,Emergency Manager,,,,4,,,,,,,,,,,,,,,,,,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Municipality of Comerio-Landslide and fallen power poles. Road 778 in Barrio Pinas sector la Mora.,CSV
201709,20,1116,201709,21,915,120357,722633,PUERTO RICO,99,2017,September,Flash Flood,C,27,CAMUY,SJU,20-SEP-17 11:16:00,AST-4,21-SEP-17 09:15:00,0,0,0,0,750.00M,0.00K,River/Stream Gage,,,Heavy Rain / Tropical System,,,,,,,,,4.71,NNE,CAMUY,6.14,NNW,CAMUY,18.4862,-66.8329,18.4915,-66.8683,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio Camuy out of its banks.,CSV
201709,20,1002,201709,21,1521,120357,722635,PUERTO RICO,99,2017,September,Flash Flood,C,9,AIBONITO,SJU,20-SEP-17 10:02:00,AST-4,21-SEP-17 15:21:00,0,0,0,0,750.00M,0.00K,River/Stream Gage,,,Heavy Rain / Tropical System,,,,,,,,,4.26,N,AIBONITO,2.91,NW,AIBONITO,18.1811,-66.241,18.1674,-66.3135,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio Coamo went out of its banks.,CSV
201709,20,722,201709,21,1100,120357,722636,PUERTO RICO,99,2017,September,Flash Flood,C,35,CAYEY,SJU,20-SEP-17 07:22:00,AST-4,21-SEP-17 11:00:00,0,0,0,0,750.00M,0.00K,River/Stream Gage,,,Heavy Rain / Tropical System,,,,,,,,,6.45,WNW,CAYEY,4.99,W,CAYEY,18.1433,-66.217,18.1152,-66.229,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio de La Plata went out of its banks.,CSV
201709,5,1300,201709,5,1300,122224,731651,PUERTO RICO,99,2017,September,Lightning,C,75,JUANA DIAZ,SJU,05-SEP-17 13:00:00,AST-4,05-SEP-17 13:00:00,0,0,1,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,5.74,SW,JUANA DIAZ,5.06,SW,JUANA DIAZ,17.9779,-66.548,17.9749,-66.5308,"Flash flood watch in effect due to the proximity of Hurricane Irma. Showers, thunderstorms, very strong winds were expected.","A 63-yr old fisherman died by a lightning strike. The man anchored his boat on the beach in Barrio Capitanejo at Juana Diaz, when a lightning struck on the water.",CSV
201708,20,1600,201708,20,1645,120238,720480,PUERTO RICO,99,2017,August,Flash Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 16:00:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.4,W,MAYAGUEZ,1.4,W,MAYAGUEZ,18.2018,-67.1413,18.2017,-67.141,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Car flooded in Calle Mendez Vigo near Popular Center.,CSV
201708,20,1427,201708,20,1745,120238,720485,PUERTO RICO,99,2017,August,Flash Flood,C,109,PATILLAS,SJU,20-AUG-17 14:27:00,AST-4,20-AUG-17 17:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.49,SSW,PATILLAS,1.63,SSW,PATILLAS,18,-66.0085,18.0001,-66.0075,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported in residences located along Calle Esmeralda in the Urbanization of Villas de Patilla.,CSV
201708,20,1433,201708,20,1645,120238,720490,PUERTO RICO,99,2017,August,Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 14:33:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.56,WSW,MAYAGUEZ,1.45,WSW,MAYAGUEZ,18.1934,-67.1428,18.1941,-67.1426,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported along Calle Alemany.,CSV
201708,17,820,201708,17,945,119960,718989,PUERTO RICO,99,2017,August,Flood,C,127,SAN JUAN,SJU,17-AUG-17 08:20:00,AST-4,17-AUG-17 09:45:00,0,0,0,0,0.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,3.65,N,SAN JUAN,3.79,N,SAN JUAN,18.4325,-66.0438,18.4337,-66.047,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.",Rexach Avenue in Barrio Obrero flooded in direction toward Cantera.,CSV
201708,17,930,201708,17,1115,119960,718991,PUERTO RICO,99,2017,August,Flash Flood,C,109,PATILLAS,SJU,17-AUG-17 09:30:00,AST-4,17-AUG-17 11:15:00,0,0,0,0,0.00K,0.00K,NWS Employee,,,Heavy Rain,,,,,,,,,1.48,SW,PATILLAS,1.5,SSW,PATILLAS,18.0026,-66.0131,18.0028,-66.012,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.",PR 3 in front of the Burger King and Church's rest was flooded.,CSV
201708,20,1619,201708,20,1900,120238,720407,PUERTO RICO,99,2017,August,Flash Flood,C,3,AGUADA,SJU,20-AUG-17 16:19:00,AST-4,20-AUG-17 19:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,17.81,N,AGUADA,17.62,N,AGUADA,18.3768,-67.1937,18.3762,-67.1911,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,"Person was swept away by a river that intersects Road PR-411 KM 2 in Barrio Guayabo, one mile from Pico de Piedra Beach.",CSV
201708,20,1527,201708,20,1645,120238,720414,PUERTO RICO,99,2017,August,Flash Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 15:27:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3.23,SSW,MAYAGUEZ,3.4,SSW,MAYAGUEZ,18.1594,-67.1444,18.1531,-67.1433,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported on Road PR-2 where a person was trapped inside a vehicle.,CSV
201708,20,1516,201708,20,1745,120238,720472,PUERTO RICO,99,2017,August,Flash Flood,C,109,PATILLAS,SJU,20-AUG-17 15:16:00,AST-4,20-AUG-17 17:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.79,WSW,PATILLAS,2.82,WSW,PATILLAS,18.0023,-66.0382,18.0063,-66.0316,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported along Road PR-755 near KM 2.6 in Barrio Cacao Bajo.,CSV
201708,20,1513,201708,20,1745,120238,720474,PUERTO RICO,99,2017,August,Flash Flood,C,109,PATILLAS,SJU,20-AUG-17 15:13:00,AST-4,20-AUG-17 17:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.71,SE,PATILLAS,2.16,SE,PATILLAS,17.9924,-65.9708,17.9961,-65.9671,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported in Road PR-758 NEAR KM 3 in Barrio Jacaboa.,CSV
201708,20,1502,201708,20,1645,120238,720475,PUERTO RICO,99,2017,August,Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 15:02:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.05,SW,MAYAGUEZ,2.06,SW,MAYAGUEZ,18.1792,-67.1423,18.1793,-67.1417,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,"Flooding reported along Calle Juilo Martinez, located near Panaderia Sultan.",CSV
201708,20,1425,201708,20,1645,120238,720476,PUERTO RICO,99,2017,August,Flash Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 14:25:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.57,SW,MAYAGUEZ,1.66,SSW,MAYAGUEZ,18.1813,-67.1336,18.1807,-67.1314,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported near residences located along Road PR-348 KM 1.6 near Camino Celestino Rodriguez in Barrio Rio Hondo.,CSV
201708,20,1818,201708,20,1818,120238,720478,PUERTO RICO,99,2017,August,Flash Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 18:18:00,AST-4,20-AUG-17 18:18:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.37,SW,MAYAGUEZ,2.39,SW,MAYAGUEZ,18.1804,-67.1496,18.181,-67.1482,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,"Flooding reported in the apartments of the first level near a public residence in Jardines de Mayaguez Residence, located across the street from an Econo Supermarket.",CSV
201708,17,730,201708,17,915,119960,718940,PUERTO RICO,99,2017,August,Flash Flood,C,119,RIO GRANDE,SJU,17-AUG-17 07:30:00,AST-4,17-AUG-17 09:15:00,0,0,0,0,0.00K,0.00K,NWS Employee,,,Heavy Rain,,,,,,,,,3.78,N,RIO GRANDE,3.38,N,RIO GRANDE,18.4045,-65.8041,18.404,-65.8021,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.",PR-955R access to Gran Melia Hotel was reported flooded due to a tributary of Rio Espiritu Santo out of its banks.,CSV
201708,17,735,201708,17,915,119960,718941,PUERTO RICO,99,2017,August,Flash Flood,C,119,RIO GRANDE,SJU,17-AUG-17 07:35:00,AST-4,17-AUG-17 09:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.06,ENE,RIO GRANDE,2.09,ENE,RIO GRANDE,18.3609,-65.7709,18.3611,-65.7685,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.",PR-191 was flooded due to Rio Mameyes out of its banks.,CSV
201708,17,746,201708,17,915,119960,718943,PUERTO RICO,99,2017,August,Flash Flood,C,89,LUQUILLO,SJU,17-AUG-17 07:46:00,AST-4,17-AUG-17 09:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.35,ENE,LUQUILLO,1.45,ENE,LUQUILLO,18.3553,-65.7001,18.3551,-65.7014,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.",PR-940 KM 0.1 reported flooded.,CSV
201708,17,810,201708,17,915,119960,718944,PUERTO RICO,99,2017,August,Flash Flood,C,89,LUQUILLO,SJU,17-AUG-17 08:10:00,AST-4,17-AUG-17 09:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3.22,WNW,LUQUILLO,3.21,WNW,LUQUILLO,18.3717,-65.7634,18.3727,-65.762,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.",PR 992 KM 0.5 flooded due to Rio Mameyes out of its banks.,CSV
201708,17,1019,201708,17,1115,119960,719005,PUERTO RICO,99,2017,August,Heavy Rain,C,57,GUAYAMA,SJU,17-AUG-17 10:19:00,AST-4,17-AUG-17 11:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,2.13,NNE,GUAYAMA,1.82,NE,GUAYAMA,18.0073,-66.1148,18,-66.1119,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.",Mudslide in Barrio Olimpo at PR 179 k.m 1.2.,CSV
201708,17,1025,201708,17,1115,119960,719011,PUERTO RICO,99,2017,August,Flash Flood,C,103,NAGUABO,SJU,17-AUG-17 10:25:00,AST-4,17-AUG-17 11:15:00,0,0,0,0,0.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,3.42,W,NAGUABO,3.61,W,NAGUABO,18.2186,-65.7821,18.2193,-65.7834,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.",Road flooded in sector Rio Blanco. Motorist stranded under a bridge.,CSV
201708,20,1618,201708,20,1645,120238,720401,PUERTO RICO,99,2017,August,Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 16:18:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.66,W,MAYAGUEZ,1.67,W,MAYAGUEZ,18.2029,-67.145,18.2026,-67.1445,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported in Calle Candelaria in the Urbanization of Sabalos Gardens.,CSV
201708,10,1630,201708,10,1900,119954,718922,PUERTO RICO,99,2017,August,Flood,C,97,MAYAGUEZ,SJU,10-AUG-17 16:30:00,AST-4,10-AUG-17 19:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3.59,SSW,MAYAGUEZ,3.97,SSW,MAYAGUEZ,18.154,-67.1455,18.1541,-67.1434,Low-level moisture combined with daytime heating and local effects to generate showers and thunderstorms across portions of interior and southwest PR.,One lane along PR-2 was reported impassable between Mayaguez Mall and Road PR-100.,CSV
201708,12,1942,201708,12,1945,119958,718935,PUERTO RICO,99,2017,August,Flood,C,65,HATILLO,SJU,12-AUG-17 19:42:00,AST-4,12-AUG-17 19:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,4.76,NNE,HATILLO,4.77,NNE,HATILLO,18.4821,-66.7685,18.4826,-66.7683,Lingering moisture from a departing tropical wave combined with diurnal heating and local effects to produce showers and thunderstorms across northwest PR.,PR-2 from Hatillo to Arecibo inundated after Plaza del Norte.,CSV
201708,16,2120,201708,16,2120,119959,718937,PUERTO RICO,99,2017,August,Thunderstorm Wind,C,109,PATILLAS,SJU,16-AUG-17 21:20:00,AST-4,16-AUG-17 21:20:00,0,0,0,0,1.00K,0.00K,NWS Employee,40.00,EG,,,,,,,,,,2.87,SSE,PATILLAS,3.09,SSE,PATILLAS,17.98,-65.9886,17.9784,-65.9828,A strong tropical wave moved across the region producing heavy rainfall and thunderstorm activity.,"A fallen tree over power lines was reported at Barrio Guardarraya, Lamboglia sector at PR-3, KM 119.4.",CSV
